tower_id,lat,lon,mcc,mnc,operator,radio,cell_id,created_at,attribution,district,region_tag,elevation,slope,dist_to_river_km,water_occurrence_pct,ndvi,rainfall_3d_mm,rainfall_7d_mm,flood_label,label_source,flood_probability,risk_pct,confidence_score,risk_tier
MY-CELL-502-16-61885,2.99564,101.45659,502,16,Digi,LTE,61885,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,18.8,0.6,6.08,6.3,0.35,174.0,286.0,0,None,0.2229,22.3,55.4,LOW
MY-CELL-502-01-82991,3.0184,101.40524,502,1,U Mobile,LTE,82991,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,15.4,0.5,3.69,5.3,0.43,160.5,277.4,0,None,0.1514,15.1,69.7,LOW
MY-CELL-502-19-66958,3.02618,101.40773,502,19,Celcom,LTE,66958,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,12.9,0.9,3.44,3.1,0.42,187.8,307.7,0,None,0.2995,29.9,40.1,LOW
MY-CELL-502-19-55017,3.07171,101.39777,502,19,Celcom,LTE,55017,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,16.5,0.6,4.03,7.3,0.32,181.2,300.0,0,None,0.2539,25.4,49.2,LOW
MY-CELL-502-12-88069,3.05031,101.34244,502,12,Maxis,LTE,88069,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,15.2,0.9,4.32,2.6,0.41,170.3,293.0,0,None,0.0733,7.3,85.3,LOW
MY-CELL-502-01-15801,2.98711,101.3992,502,1,U Mobile,GSM,15801,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,20.2,0.9,6.25,4.8,0.45,205.3,324.7,0,None,0.0141,1.4,97.2,LOW
MY-CELL-502-19-60993,3.04972,101.40181,502,19,Celcom,LTE,60993,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,9.4,0.9,2.65,4.5,0.46,184.5,296.3,0,None,0.0792,7.9,84.2,LOW
MY-CELL-502-12-98891,3.02845,101.4739,502,12,Maxis,GSM,98891,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Gombak / Fringe,Suburban_Fringe,42.2,2.8,3.57,1.3,0.43,105.6,186.6,0,None,0.0023,0.2,99.5,LOW
MY-CELL-502-16-80316,3.01969,101.39423,502,16,Digi,LTE,80316,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,12.1,1.6,2.75,5.6,0.43,202.0,307.3,0,None,0.4658,46.6,6.8,MODERATE
MY-CELL-502-01-87575,3.05835,101.40905,502,1,U Mobile,LTE,87575,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,14.0,1.1,3.81,3.2,0.47,164.5,305.9,0,None,0.0115,1.2,97.7,LOW
MY-CELL-502-01-97922,3.07093,101.39896,502,1,U Mobile,UMTS,97922,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,12.6,0.6,4.03,5.3,0.47,200.6,320.0,0,None,0.1589,15.9,68.2,LOW
MY-CELL-502-19-42097,3.06794,101.36494,502,19,Celcom,UMTS,42097,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,12.8,0.8,3.52,3.2,0.4,209.4,317.2,0,None,0.3367,33.7,32.7,LOW
MY-CELL-502-16-62921,3.01482,101.43428,502,16,Digi,LTE,62921,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,13.5,1.0,4.28,3.8,0.41,164.4,278.1,0,None,0.1739,17.4,65.2,LOW
MY-CELL-502-19-32677,3.03072,101.42256,502,19,Celcom,GSM,32677,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,13.7,0.9,3.72,2.1,0.45,148.8,237.7,0,None,0.095,9.5,81.0,LOW
MY-CELL-502-16-66661,3.04994,101.42373,502,16,Digi,LTE,66661,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,10.2,1.1,2.92,3.6,0.51,206.4,314.0,0,None,0.0344,3.4,93.1,LOW
MY-CELL-502-12-80313,3.06927,101.37272,502,12,Maxis,UMTS,80313,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,12.3,0.7,3.35,3.0,0.42,193.1,290.7,0,None,0.3215,32.2,35.7,LOW
MY-CELL-502-16-78027,3.02562,101.44208,502,16,Digi,LTE,78027,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,11.9,2.0,2.85,2.8,0.46,202.3,306.3,0,None,0.0763,7.6,84.7,LOW
MY-CELL-502-12-90135,3.03443,101.35794,502,12,Maxis,LTE,90135,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Klang,Suburban_Fringe,10.7,1.2,2.53,3.2,0.4,185.6,303.1,0,None,0.1074,10.7,78.5,LOW
MY-CELL-502-19-11062,3.05569,101.5214,502,19,Celcom,LTE,11062,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,11.5,1.7,2.12,59.2,0.17,206.8,319.6,1,DID_Dec2021_Records,0.9499,95.0,90.0,HIGH
MY-CELL-502-12-31545,3.08359,101.51229,502,12,Maxis,GSM,31545,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,12.3,0.8,2.01,38.0,0.27,131.9,234.0,0,None,0.3122,31.2,37.6,LOW
MY-CELL-502-16-19348,3.05539,101.52227,502,16,Digi,LTE,19348,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,7.9,1.3,2.03,47.0,0.36,208.8,310.1,1,DID_Dec2021_Records,0.8477,84.8,69.5,HIGH
MY-CELL-502-19-99930,3.07433,101.53324,502,19,Celcom,GSM,99930,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,4.5,1.4,0.72,66.4,0.28,214.5,317.5,1,DID_Dec2021_Records,0.9464,94.6,89.3,HIGH
MY-CELL-502-16-58136,3.07091,101.55172,502,16,Digi,UMTS,58136,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Subang Jaya,Urban_Core,18.3,5.1,1.78,0.9,0.51,78.1,142.1,1,DID_Dec2021_Records,0.29,29.0,42.0,LOW
MY-CELL-502-16-82592,3.05697,101.49524,502,16,Digi,LTE,82592,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,15.6,1.2,4.63,2.1,0.47,158.3,266.2,0,None,0.0071,0.7,98.6,LOW
MY-CELL-502-12-60343,3.11288,101.56266,502,12,Maxis,GSM,60343,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Petaling Jaya,Urban_Core,35.4,4.1,3.35,1.4,0.39,79.3,162.1,0,None,0.0048,0.5,99.0,LOW
MY-CELL-502-16-98858,3.08268,101.48096,502,16,Digi,LTE,98858,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,17.0,0.8,5.0,6.1,0.43,214.5,325.5,0,None,0.051,5.1,89.8,LOW
MY-CELL-502-16-93460,3.0295,101.51696,502,16,Digi,LTE,93460,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Gombak / Fringe,Suburban_Fringe,49.5,5.6,4.24,0.9,0.49,122.9,206.6,0,None,0.0037,0.4,99.3,LOW
MY-CELL-502-12-64693,3.07373,101.53177,502,12,Maxis,GSM,64693,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,4.4,1.5,0.72,85.5,0.05,155.4,234.8,1,DID_Dec2021_Records,0.9638,96.4,92.8,HIGH
MY-CELL-502-19-36432,3.05676,101.52562,502,19,Celcom,GSM,36432,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,7.7,1.6,1.64,66.0,0.19,225.7,315.0,1,DID_Dec2021_Records,0.9424,94.2,88.5,HIGH
MY-CELL-502-16-67854,3.08705,101.50755,502,16,Digi,UMTS,67854,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,8.0,1.2,2.61,3.8,0.43,133.3,242.0,0,None,0.1106,11.1,77.9,LOW
MY-CELL-502-19-11324,3.05415,101.51584,502,19,Celcom,LTE,11324,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,8.9,1.5,2.76,3.7,0.39,172.2,266.3,0,None,0.1799,18.0,64.0,LOW
MY-CELL-502-01-45909,3.06771,101.51014,502,1,U Mobile,UMTS,45909,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,10.4,1.7,2.59,1.0,0.47,171.7,269.8,0,None,0.0879,8.8,82.4,LOW
MY-CELL-502-01-82124,3.0801,101.50821,502,1,U Mobile,LTE,82124,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,9.9,0.7,2.42,30.1,0.27,234.1,344.6,0,None,0.2032,20.3,59.4,LOW
MY-CELL-502-01-35289,3.08732,101.53699,502,1,U Mobile,LTE,35289,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,5.8,1.3,1.12,66.1,0.17,200.4,321.8,1,DID_Dec2021_Records,0.9876,98.8,97.5,HIGH
MY-CELL-502-16-25485,3.04599,101.52714,502,16,Digi,LTE,25485,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,8.5,0.9,2.11,40.0,0.17,147.1,277.6,1,DID_Dec2021_Records,0.9412,94.1,88.2,HIGH
MY-CELL-502-19-14748,3.06331,101.50614,502,19,Celcom,GSM,14748,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,14.5,1.1,3.23,4.2,0.45,262.0,388.8,0,None,0.0603,6.0,87.9,LOW
MY-CELL-502-16-13709,3.0605,101.53799,502,16,Digi,UMTS,13709,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,4.4,0.7,0.23,76.4,0.15,166.1,254.8,1,DID_Dec2021_Records,0.9913,99.1,98.3,HIGH
MY-CELL-502-16-65771,3.05693,101.52615,502,16,Digi,UMTS,65771,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,7.0,0.7,1.57,69.2,0.22,184.8,317.0,1,DID_Dec2021_Records,0.9824,98.2,96.5,HIGH
MY-CELL-502-01-35470,3.10531,101.53626,502,1,U Mobile,GSM,35470,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,11.3,0.8,2.89,6.0,0.45,159.1,266.2,0,None,0.1301,13.0,74.0,LOW
MY-CELL-502-12-49298,3.0781,101.53259,502,12,Maxis,LTE,49298,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,3.6,0.5,0.36,93.4,0.17,150.0,268.4,1,DID_Dec2021_Records,0.9913,99.1,98.3,HIGH
MY-CELL-502-12-71629,3.04478,101.50342,502,12,Maxis,UMTS,71629,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,14.0,1.0,4.4,1.8,0.4,186.2,283.7,0,None,0.0828,8.3,83.4,LOW
MY-CELL-502-12-38016,3.08836,101.5088,502,12,Maxis,UMTS,38016,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,10.7,1.2,2.53,2.5,0.39,170.6,291.9,0,None,0.1229,12.3,75.4,LOW
MY-CELL-502-12-77641,3.11244,101.53495,502,12,Maxis,LTE,77641,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,13.9,0.7,3.64,3.2,0.47,143.3,261.5,0,None,0.0546,5.5,89.1,LOW
MY-CELL-502-01-32700,3.09065,101.53221,502,1,U Mobile,GSM,32700,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,6.0,1.5,1.21,58.6,0.13,144.3,255.0,1,DID_Dec2021_Records,0.983,98.3,96.6,HIGH
MY-CELL-502-12-30559,3.03961,101.51958,502,12,Maxis,GSM,30559,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,12.4,0.7,3.2,4.3,0.35,183.3,275.1,1,DID_Dec2021_Records,0.872,87.2,74.4,HIGH
MY-CELL-502-16-71642,3.06032,101.52235,502,16,Digi,GSM,71642,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,7.9,1.2,1.96,39.1,0.27,210.2,311.5,0,None,0.2587,25.9,48.3,LOW
MY-CELL-502-01-40354,3.09534,101.54555,502,1,U Mobile,GSM,40354,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,11.3,0.6,2.42,38.7,0.37,123.2,221.2,1,DID_Dec2021_Records,0.8507,85.1,70.1,HIGH
MY-CELL-502-01-81726,3.05585,101.50817,502,1,U Mobile,LTE,81726,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,13.8,1.1,3.56,3.7,0.41,187.2,294.9,0,None,0.0788,7.9,84.2,LOW
MY-CELL-502-12-48413,3.07888,101.53094,502,12,Maxis,LTE,48413,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,6.2,1.3,0.16,93.7,0.05,172.8,276.3,1,DID_Dec2021_Records,0.9965,99.7,99.3,HIGH
MY-CELL-502-19-78866,3.08549,101.51596,502,19,Celcom,LTE,78866,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,8.8,1.0,1.67,55.6,0.33,206.8,311.9,0,None,0.2304,23.0,53.9,LOW
MY-CELL-502-01-17114,3.05146,101.51565,502,1,U Mobile,LTE,17114,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Shah Alam (Central),Urban_Core,13.0,1.0,2.86,0.0,0.4,138.2,242.9,1,DID_Dec2021_Records,0.841,84.1,68.2,HIGH
MY-CELL-502-01-20975,3.06881,101.54198,502,1,U Mobile,LTE,20975,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Subang Jaya,Urban_Core,23.1,5.5,1.0,1.2,0.43,126.6,174.5,1,DID_Dec2021_Records,0.0426,4.3,91.5,LOW
MY-CELL-502-01-33959,3.00517,101.53651,502,1,U Mobile,UMTS,33959,2023-05-15,Data from OpenCelliD licensed under CC BY-SA 4.0,Gombak / Fringe,Suburban_Fringe,49.7,4.4,6.1,0.3,0.51,116.8,182.6,0,None,0.0027,0.3,99.5,LOW
